run_date,code,name,close,market_cap_억원,stock_return_pct,kospi_return_pct,rs_index,ma20,ma20_gap_pct,volatility_contraction,price_change_5d_pct,ma120,avg_volume_50,avg_volume_10,volume_change_pct,industry,core_theme,etf_trend_good,etf_names,etf_details,source_url
2026-08-11,033780,KT&G,179900,182602,4.47,14.91,90.92,179795.00,0.06,X,+2.45,172618.33,305361,326835,+7.03,담배,밸류업(24년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index) / 건강기능식품,통과,TIGER 경기방어 / KODEX 필수소비재 / KODEX 모멘텀Plus,"TIGER 경기방어 (비중 9.29%, 20일선 +7.11%) / KODEX 필수소비재 (비중 21.53%, 20일선 +6.24%) / KODEX 모멘텀Plus (비중 4.20%, 20일선 +2.61%)",https://finance.naver.com/item/main.naver?code=033780
2026-08-11,003230,삼양식품,1.254e+06,95443,2.87,14.91,89.52,1173250.00,6.88,X,+2.87,1198416.67,57441,75186,+30.89,식품,밸류업(25년 기업가치 제고계획 발표) / 음식료업종 / 코리아 밸류업 지수(Korea Value-up Index),통과,TIME Korea플러스배당액티브 / TIME 코스피액티브 / KODEX 필수소비재,"TIME Korea플러스배당액티브 (비중 5.79%, 20일선 -3.31%) / TIME 코스피액티브 (비중 4.35%, 20일선 -3.82%) / KODEX 필수소비재 (비중 8.64%, 20일선 +6.24%)",https://finance.naver.com/item/main.naver?code=003230
2026-08-11,011200,HMM,21650,199966,1.41,14.91,88.25,20748.00,4.35,X,+2.12,20482.58,1483981,1242721,-16.26,해운사,해운 / 밸류업(25년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index),통과,HANARO Fn조선해운 / KODEX 운송 / RISE 수출주,"HANARO Fn조선해운 (비중 17.95%, 20일선 +4.51%) / KODEX 운송 (비중 15.68%, 20일선 +4.00%) / RISE 수출주 (비중 2.44%, 20일선 +4.98%)",https://finance.naver.com/item/main.naver?code=011200
2026-08-11,111770,영원무역,90700,38152,-0.77,14.91,86.36,88155.00,2.89,X,+1.68,84017.50,78732,71557,-9.11,"섬유,의류,신발,호화품",밸류업(25년 기업가치 제고계획 발표) / 패션/의류 / 겨울,통과,RISE K엔터&여행레저 / KODEX 경기소비재 / 에셋플러스 코리아플랫폼액티브,"RISE K엔터&여행레저 (비중 6.91%, 20일선 -0.79%) / KODEX 경기소비재 (비중 4.64%, 20일선 +0.62%) / 에셋플러스 코리아플랫폼액티브 (비중 6.08%, 20일선 +2.62%)",https://finance.naver.com/item/main.naver?code=111770
2026-08-11,105560,KB금융,166600,597648,-1.13,14.91,86.04,171840.00,-3.05,X,-1.30,159702.50,1504595,1058501,-29.65,은행,밸류업(24년 기업가치 제고계획 발표) / STO(토큰증권 발행) / 지주사,통과,TIGER 코리아TOP10 / KODEX Top5PlusTR / RISE 코리아밸류업,"TIGER 코리아TOP10 (비중 6.03%, 20일선 -4.04%) / KODEX Top5PlusTR (비중 8.61%, 20일선 -3.58%) / RISE 코리아밸류업 (비중 4.26%, 20일선 -2.80%)",https://finance.naver.com/item/main.naver?code=105560
2026-08-11,055550,신한지주,104500,502781,-1.42,14.91,85.79,104175.00,0.31,X,+2.15,98519.17,1474331,1157894,-21.46,은행,밸류업(24년 기업가치 제고계획 발표) / STO(토큰증권 발행) / 지주사,통과,KODEX Top5PlusTR / TIGER 은행고배당플러스TOP10 / SOL 금융지주플러스고배당,"KODEX Top5PlusTR (비중 7.22%, 20일선 -3.58%) / TIGER 은행고배당플러스TOP10 (비중 15.56%, 20일선 -0.05%) / SOL 금융지주플러스고배당 (비중 21.31%, 20일선 -0.16%)",https://finance.naver.com/item/main.naver?code=055550
2026-08-11,086790,하나금융지주,127700,365183,-1.77,14.91,85.49,130065.00,-1.82,X,+0.08,120768.33,925028,750840,-18.83,은행,밸류업(24년 기업가치 제고계획 발표) / STO(토큰증권 발행) / 토스(toss),통과,KODEX 금융고배당TOP10타겟위클리커버드콜 / TIGER 은행고배당플러스TOP10 / SOL 금융지주플러스고배당,"KODEX 금융고배당TOP10타겟위클리커버드콜 (비중 15.19%, 20일선 +0.39%) / TIGER 은행고배당플러스TOP10 (비중 16.14%, 20일선 -0.05%) / SOL 금융지주플러스고배당 (비중 20.16%, 20일선 -0.16%)",https://finance.naver.com/item/main.naver?code=086790
2026-08-11,271560,오리온,136000,53166,-1.88,14.91,85.39,131620.00,3.33,X,+2.49,133854.17,121006,125435,+3.66,식품,환율하락 수혜 / 밸류업(25년 기업가치 제고계획 발표) / 음식료업종,통과,KODEX 필수소비재 / HANARO Fn K-푸드 / PLUS 중형주저변동50,"KODEX 필수소비재 (비중 5.19%, 20일선 +6.24%) / HANARO Fn K-푸드 (비중 14.79%, 20일선 +5.00%) / PLUS 중형주저변동50 (비중 2.88%, 20일선 +4.85%)",https://finance.naver.com/item/main.naver?code=271560
2026-08-11,207940,삼성바이오로직스,1.609e+06,717972,-6.40,14.91,81.46,1468950.00,9.53,X,+9.01,1490558.33,64498,62906,-2.47,제약,모더나(MODERNA) / 오가노이드 / 제약업체,통과,TIGER 경기방어 / SOL 200 Top10 / HANARO 200 TOP10,"TIGER 경기방어 (비중 9.69%, 20일선 +7.11%) / SOL 200 Top10 (비중 13.23%, 20일선 +2.28%) / HANARO 200 TOP10 (비중 13.16%, 20일선 +1.73%)",https://finance.naver.com/item/main.naver?code=207940
2026-08-11,026960,동서,26500,26171,-7.50,14.91,80.50,25715.00,3.05,X,+4.33,25944.58,95741,70204,-26.67,식품,음식료업종 / 코리아 밸류업 지수(Korea Value-up Index),통과,RISE 중소형고배당,"RISE 중소형고배당 (비중 3.90%, 20일선 +4.39%)",https://finance.naver.com/item/main.naver?code=026960
2026-08-12,009150,삼성전기,1.335e+06,1171944,331.34,19.47,361.06,1249150.00,6.87,X,-1.55,1087258.33,1092545,903171,-17.33,전자장비와기기,S7(삼성전자/SK하이닉스 등) / 자율주행차 / 카메라모듈/부품,통과,KODEX 200 / TIGER 200 / KODEX 200TR,"KODEX 200 (비중 2.32%, 20일선 +0.50%) / TIGER 200 (비중 2.33%, 20일선 +0.55%) / KODEX 200TR (비중 2.31%, 20일선 +0.56%)",https://finance.naver.com/item/main.naver?code=009150
2026-08-12,402340,SK스퀘어,1.024e+06,1518841,83.51,19.47,153.61,1066150.00,-3.95,X,-8.49,989183.33,1087989,796259,-26.81,반도체와반도체장비,S7(삼성전자/SK하이닉스 등) / 밸류업(24년 기업가치 제고계획 발표) / 지주사,통과,KODEX 200 / TIGER 200 / TIGER 반도체TOP10,"KODEX 200 (비중 2.84%, 20일선 +0.50%) / TIGER 200 (비중 2.84%, 20일선 +0.55%) / TIGER 반도체TOP10 (비중 21.26%, 20일선 +0.46%)",https://finance.naver.com/item/main.naver?code=402340
2026-08-12,079550,LIG디펜스앤에어로스페이스,788000,178640,71.30,19.47,143.39,725150.00,8.67,X,-1.25,776375.00,190023,156501,-17.64,우주항공과국방,로봇(산업용/협동로봇 등) / UAM(도심항공모빌리티) / 코리아 밸류업 지수(Korea Value-up Index),통과,PLUS K방산 / TIGER K방산&우주 / SOL K방산,"PLUS K방산 (비중 16.19%, 20일선 +8.38%) / TIGER K방산&우주 (비중 21.43%, 20일선 +9.29%) / SOL K방산 (비중 15.46%, 20일선 +9.91%)",https://finance.naver.com/item/main.naver?code=079550
2026-08-12,010120,LS ELECTRIC,208500,307500,57.72,19.47,132.02,193565.00,7.72,O,-1.65,204461.67,1026690,791836,-22.87,전기장비,전기차 / 전력저장장치(ESS) / 스마트팩토리(스마트공장),통과,KODEX AI전력핵심설비 / HANARO 원자력iSelect / HANARO 전력설비투자,"KODEX AI전력핵심설비 (비중 21.03%, 20일선 +9.87%) / HANARO 원자력iSelect (비중 14.56%, 20일선 +9.29%) / HANARO 전력설비투자 (비중 20.99%, 20일선 +9.84%)",https://finance.naver.com/item/main.naver?code=010120
2026-08-12,034730,SK,545000,425590,55.94,19.47,130.53,557675.00,-2.27,O,-3.02,504745.83,283002,191139,-32.46,석유와가스,LNG(액화천연가스) / 냉각시스템(액침냉각 등) / SI(시스템통합),통과,TIGER 지주회사 / TIGER 200 에너지화학 / HK 베스트일레븐액티브,"TIGER 지주회사 (비중 11.95%, 20일선 +6.20%) / TIGER 200 에너지화학 (비중 22.05%, 20일선 +6.04%) / HK 베스트일레븐액티브 (비중 7.39%, 20일선 +1.48%)",https://finance.naver.com/item/main.naver?code=034730
2026-08-12,032830,삼성생명,302500,602000,47.20,19.47,123.22,299300.00,1.07,X,+2.89,299720.83,509176,456542,-10.34,생명보험,생명보험 / S7(삼성전자/SK하이닉스 등),통과,KODEX 삼성그룹 / RISE 대형고배당10TR / KODEX 삼성그룹밸류,"KODEX 삼성그룹 (비중 7.53%, 20일선 +5.39%) / RISE 대형고배당10TR (비중 6.99%, 20일선 -1.28%) / KODEX 삼성그룹밸류 (비중 6.64%, 20일선 +4.34%)",https://finance.naver.com/item/main.naver?code=032830
2026-08-12,278470,에이피알,397000,146757,45.96,19.47,122.17,361400.00,9.85,X,+11.05,370729.17,282425,366283,+29.69,화장품,패션/의류 / 미용기기 / 화장품,통과,KODEX 필수소비재 / KODEX 모멘텀Plus / RISE 내수주플러스,"KODEX 필수소비재 (비중 17.62%, 20일선 +6.68%) / KODEX 모멘텀Plus (비중 4.11%, 20일선 +4.31%) / RISE 내수주플러스 (비중 5.96%, 20일선 +4.93%)",https://finance.naver.com/item/main.naver?code=278470
2026-08-12,028050,삼성E&A,49300,97412,45.43,19.47,121.73,45082.50,9.36,X,+0.41,45024.17,2326983,1916444,-17.64,건설,전후 재건(우크라/중동 전쟁 등) / 수자원(양적/질적 개선),통과,KODEX 삼성그룹밸류 / TIGER 200 건설 / TIGER 모멘텀,"KODEX 삼성그룹밸류 (비중 8.20%, 20일선 +4.34%) / TIGER 200 건설 (비중 23.92%, 20일선 +9.94%) / TIGER 모멘텀 (비중 3.81%, 20일선 +3.46%)",https://finance.naver.com/item/main.naver?code=028050
2026-08-12,005930,삼성전자,255500,15931109,41.00,19.47,118.03,244075.00,4.68,X,+3.86,250194.17,31167267,29839859,-4.26,반도체와반도체장비,피지컬 AI/휴머노이드 로봇 / IT 대표주 / S7(삼성전자/SK하이닉스 등),통과,KODEX 200 / TIGER 200 / TIGER 반도체TOP10,"KODEX 200 (비중 34.47%, 20일선 +0.50%) / TIGER 200 (비중 34.49%, 20일선 +0.55%) / TIGER 반도체TOP10 (비중 30.82%, 20일선 +0.46%)",https://finance.naver.com/item/main.naver?code=005930
2026-08-12,010950,S-Oil,141500,167635,33.24,19.47,111.53,136060.00,4.00,X,+15.51,118220.83,427930,387341,-9.48,석유와가스,정유 / 윤활유 / LPG(액화석유가스),통과,에셋플러스 코리아대장장이액티브 / KODEX 에너지화학 / TIGER 200 에너지화학,"에셋플러스 코리아대장장이액티브 (비중 4.94%, 20일선 +5.91%) / KODEX 에너지화학 (비중 8.49%, 20일선 +8.65%) / TIGER 200 에너지화학 (비중 6.62%, 20일선 +6.04%)",https://finance.naver.com/item/main.naver?code=010950
2026-08-12,007070,GS리테일,27000,23159,21.62,19.47,101.80,25762.50,4.80,X,+8.87,23633.17,207272,281495,+35.81,백화점과일반상점,편의점 / 홈쇼핑 / 소매유통,미통과,,,https://finance.naver.com/item/main.naver?code=007070
2026-08-12,001450,현대해상,41650,38660,17.49,19.47,98.34,38645.00,7.78,X,+13.49,34395.00,551058,643050,+16.69,손해보험,손해보험,통과,KODEX 보험,"KODEX 보험 (비중 13.21%, 20일선 +2.24%)",https://finance.naver.com/item/main.naver?code=001450
2026-08-12,036570,NC,246500,53213,16.27,19.47,97.33,231450.00,6.50,X,+4.89,245063.33,119583,84399,-29.42,게임엔터테인먼트,게임 / 모바일게임(스마트폰) / 증강현실(AR),통과,TIGER 소프트웨어 / TIGER BBIG / RISE 메타버스,"TIGER 소프트웨어 (비중 6.68%, 20일선 +5.45%) / TIGER BBIG (비중 10.04%, 20일선 +7.55%) / RISE 메타버스 (비중 11.30%, 20일선 +2.80%)",https://finance.naver.com/item/main.naver?code=036570
2026-08-12,192080,더블유게임즈,62000,12979,15.46,19.47,96.64,60745.00,2.07,X,+1.81,58500.83,77166,45174,-41.46,게임엔터테인먼트,코리아 밸류업 지수(Korea Value-up Index) / 게임 / 모바일게임(스마트폰),통과,ACE 주주환원가치주액티브 / RISE 게임테마 / TIGER K게임,"ACE 주주환원가치주액티브 (비중 9.02%, 20일선 +1.74%) / RISE 게임테마 (비중 11.00%, 20일선 +4.82%) / TIGER K게임 (비중 9.64%, 20일선 +4.64%)",https://finance.naver.com/item/main.naver?code=192080
2026-08-12,012330,현대모비스,498500,494946,14.60,19.47,95.92,484675.00,2.85,O,-0.89,494791.67,468584,266839,-43.05,자동차부품,자동차 대표주 / 스마트카(SMART CAR) / 피지컬 AI/휴머노이드 로봇,통과,KODEX 로봇액티브 / TIGER 현대차그룹플러스 / KODEX 자동차,"KODEX 로봇액티브 (비중 7.78%, 20일선 +8.99%) / TIGER 현대차그룹플러스 (비중 15.64%, 20일선 +3.54%) / KODEX 자동차 (비중 21.38%, 20일선 +3.83%)",https://finance.naver.com/item/main.naver?code=012330
2026-08-12,003550,LG,109600,182186,14.52,19.47,95.86,100960.00,8.56,O,+2.62,101697.50,504803,296045,-41.35,복합기업,밸류업(24년 기업가치 제고계획 발표) / 지주사 / 스마트팩토리(스마트공장),통과,TIGER 지주회사 / TIGER LG그룹플러스 / TIGER MKF배당귀족,"TIGER 지주회사 (비중 8.73%, 20일선 +6.20%) / TIGER LG그룹플러스 (비중 9.12%, 20일선 +9.63%) / TIGER MKF배당귀족 (비중 3.63%, 20일선 +3.40%)",https://finance.naver.com/item/main.naver?code=003550
2026-08-12,028670,팬오션,5800,30791,14.17,19.47,95.57,5374.50,7.92,X,-1.02,5321.58,2693947,4741184,+75.99,해운사,LNG(액화천연가스) / 해운,통과,KODEX 운송 / TIGER 우량가치,"KODEX 운송 (비중 11.38%, 20일선 +2.75%) / TIGER 우량가치 (비중 2.31%, 20일선 +3.78%)",https://finance.naver.com/item/main.naver?code=028670
2026-08-12,000810,삼성화재,628000,273689,12.34,19.47,94.04,632500.00,-0.71,X,-1.41,560745.83,147578,95413,-35.35,손해보험,손해보험 / 밸류업(25년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index),통과,KODEX 금융고배당TOP10타겟위클리커버드콜 / KODEX 보험 / TIGER KTOP30,"KODEX 금융고배당TOP10타겟위클리커버드콜 (비중 9.52%, 20일선 -1.20%) / KODEX 보험 (비중 21.18%, 20일선 +2.24%) / TIGER KTOP30 (비중 3.39%, 20일선 +4.30%)",https://finance.naver.com/item/main.naver?code=000810
2026-08-12,001800,오리온홀딩스,26850,16061,8.48,19.47,90.81,26002.50,3.26,X,+3.87,24960.83,124878,83365,-33.24,식품,지주사,통과,KODEX 코리아배당성장 / TIGER 배당성장,"KODEX 코리아배당성장 (비중 3.69%, 20일선 +1.20%) / TIGER 배당성장 (비중 3.68%, 20일선 +1.18%)",https://finance.naver.com/item/main.naver?code=001800
2026-08-12,096770,SK이노베이션,122400,218416,7.56,19.47,90.03,117335.00,4.32,X,+12.09,117183.33,677086,859424,+26.93,석유와가스,정유 / 2차전지(생산) / 윤활유,통과,TIGER 2차전지테마 / RISE 2차전지TOP10 / KODEX 에너지화학,"TIGER 2차전지테마 (비중 9.28%, 20일선 +8.67%) / RISE 2차전지TOP10 (비중 12.82%, 20일선 +8.95%) / KODEX 에너지화학 (비중 13.10%, 20일선 +8.65%)",https://finance.naver.com/item/main.naver?code=096770
2026-08-12,021240,코웨이,95800,69422,6.92,19.47,89.50,93435.00,2.53,X,+3.23,86078.33,231070,202599,-12.32,가정용기기와용품,제습기 / 여름 / 밸류업(25년 기업가치 제고계획 발표),통과,KODEX 경기소비재 / RISE 우량업종대표주 / TIGER 200 경기소비재,"KODEX 경기소비재 (비중 13.19%, 20일선 +2.33%) / RISE 우량업종대표주 (비중 2.59%, 20일선 +3.53%) / TIGER 200 경기소비재 (비중 5.91%, 20일선 +1.14%)",https://finance.naver.com/item/main.naver?code=021240
2026-08-12,003490,대한항공,26500,96842,6.85,19.47,89.44,26042.50,1.76,X,-1.49,25837.50,2865731,2250881,-21.46,항공사,환율하락 수혜 / UAM(도심항공모빌리티) / 밸류업(24년 기업가치 제고계획 발표),통과,TIGER 여행레저 / RISE K엔터&여행레저 / KODEX 운송,"TIGER 여행레저 (비중 9.92%, 20일선 +4.08%) / RISE K엔터&여행레저 (비중 12.77%, 20일선 -2.17%) / KODEX 운송 (비중 20.72%, 20일선 +2.75%)",https://finance.naver.com/item/main.naver?code=003490
2026-08-12,033780,KT&G,177400,182602,2.07,19.47,85.44,180115.00,-1.51,X,+0.80,172661.67,305805,311425,+1.84,담배,밸류업(24년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index) / 건강기능식품,통과,TIGER 경기방어 / KODEX 필수소비재 / KODEX 모멘텀Plus,"TIGER 경기방어 (비중 9.29%, 20일선 +5.09%) / KODEX 필수소비재 (비중 21.53%, 20일선 +6.68%) / KODEX 모멘텀Plus (비중 4.20%, 20일선 +4.31%)",https://finance.naver.com/item/main.naver?code=033780
2026-08-12,055550,신한지주,103800,504189,1.27,19.47,84.77,104040.00,-0.23,X,+0.19,98500.83,1466271,1140584,-22.21,은행,밸류업(24년 기업가치 제고계획 발표) / STO(토큰증권 발행) / 지주사,통과,KODEX Top5PlusTR / TIGER 은행고배당플러스TOP10 / SOL 금융지주플러스고배당,"KODEX Top5PlusTR (비중 7.22%, 20일선 -0.58%) / TIGER 은행고배당플러스TOP10 (비중 15.56%, 20일선 -0.77%) / SOL 금융지주플러스고배당 (비중 21.31%, 20일선 -0.49%)",https://finance.naver.com/item/main.naver?code=055550
2026-08-12,003230,삼양식품,1.204e+06,95518,1.18,19.47,84.69,1179850.00,2.05,X,-0.50,1198291.67,57371,66860,+16.54,식품,밸류업(25년 기업가치 제고계획 발표) / 음식료업종 / 코리아 밸류업 지수(Korea Value-up Index),통과,TIME Korea플러스배당액티브 / TIME 코스피액티브 / KODEX 필수소비재,"TIME Korea플러스배당액티브 (비중 5.79%, 20일선 -1.62%) / TIME 코스피액티브 (비중 4.35%, 20일선 +0.15%) / KODEX 필수소비재 (비중 8.64%, 20일선 +6.68%)",https://finance.naver.com/item/main.naver?code=003230
2026-08-12,086790,하나금융지주,127900,365732,0.24,19.47,83.90,129760.00,-1.43,X,-0.54,120750.83,914763,705695,-22.85,은행,밸류업(24년 기업가치 제고계획 발표) / STO(토큰증권 발행) / 토스(toss),통과,KODEX 금융고배당TOP10타겟위클리커버드콜 / TIGER 은행고배당플러스TOP10 / SOL 금융지주플러스고배당,"KODEX 금융고배당TOP10타겟위클리커버드콜 (비중 15.19%, 20일선 -1.20%) / TIGER 은행고배당플러스TOP10 (비중 16.14%, 20일선 -0.77%) / SOL 금융지주플러스고배당 (비중 20.16%, 20일선 -0.49%)",https://finance.naver.com/item/main.naver?code=086790
2026-08-12,011200,HMM,21350,199966,-0.47,19.47,83.32,20827.50,2.51,X,+1.18,20482.58,1466844,1123946,-23.38,해운사,해운 / 밸류업(25년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index),통과,HANARO Fn조선해운 / KODEX 운송 / RISE 수출주,"HANARO Fn조선해운 (비중 17.95%, 20일선 +3.43%) / KODEX 운송 (비중 15.68%, 20일선 +2.75%) / RISE 수출주 (비중 2.44%, 20일선 +6.44%)",https://finance.naver.com/item/main.naver?code=011200
2026-08-12,105560,KB금융,166000,598003,-1.13,19.47,82.76,171140.00,-3.00,X,-2.75,159681.67,1488881,987944,-33.65,은행,밸류업(24년 기업가치 제고계획 발표) / STO(토큰증권 발행) / 지주사,통과,TIGER 코리아TOP10 / KODEX Top5PlusTR / RISE 코리아밸류업,"TIGER 코리아TOP10 (비중 6.03%, 20일선 +0.11%) / KODEX Top5PlusTR (비중 8.61%, 20일선 -0.58%) / RISE 코리아밸류업 (비중 4.26%, 20일선 +0.19%)",https://finance.naver.com/item/main.naver?code=105560
2026-08-12,161390,한국타이어앤테크놀로지,70100,88942,-2.77,19.47,81.38,69480.00,0.89,X,+3.55,64438.33,407163,309254,-24.05,자동차부품,밸류업(25년 기업가치 제고계획 발표) / 타이어,통과,KODEX 자동차 / KODEX 자율주행액티브,"KODEX 자동차 (비중 12.52%, 20일선 +3.83%) / KODEX 자율주행액티브 (비중 5.91%, 20일선 +6.67%)",https://finance.naver.com/item/main.naver?code=161390
2026-08-13,402340,SK스퀘어,1.117e+06,1518841,97.35,20.01,164.44,1052900.00,6.09,X,+15.15,993841.67,1081817,737662,-31.81,반도체와반도체장비,S7(삼성전자/SK하이닉스 등) / 밸류업(24년 기업가치 제고계획 발표) / 지주사,통과,KODEX 200 / TIGER 200 / TIGER 반도체TOP10,"KODEX 200 (비중 2.84%, 20일선 +4.88%) / TIGER 200 (비중 2.84%, 20일선 +4.98%) / TIGER 반도체TOP10 (비중 21.26%, 20일선 +6.29%)",https://finance.naver.com/item/main.naver?code=402340
2026-08-13,034730,SK,553000,426315,55.56,20.01,129.62,554875.00,-0.34,X,+8.64,506441.67,282609,187323,-33.72,석유와가스,LNG(액화천연가스) / 냉각시스템(액침냉각 등) / SI(시스템통합),통과,TIGER 지주회사 / TIGER 200 에너지화학 / HK 베스트일레븐액티브,"TIGER 지주회사 (비중 11.95%, 20일선 +7.33%) / TIGER 200 에너지화학 (비중 22.05%, 20일선 +6.13%) / HK 베스트일레븐액티브 (비중 7.39%, 20일선 +4.80%)",https://finance.naver.com/item/main.naver?code=034730
2026-08-13,028050,삼성E&A,49000,97412,40.20,20.01,116.82,45405.00,7.92,X,-0.91,45150.00,2329780,1872593,-19.62,건설,전후 재건(우크라/중동 전쟁 등) / 수자원(양적/질적 개선),통과,KODEX 삼성그룹밸류 / TIGER 200 건설 / TIGER 모멘텀,"KODEX 삼성그룹밸류 (비중 8.20%, 20일선 +5.41%) / TIGER 200 건설 (비중 23.92%, 20일선 +9.54%) / TIGER 모멘텀 (비중 3.81%, 20일선 +5.84%)",https://finance.naver.com/item/main.naver?code=028050
2026-08-13,483650,달바글로벌,236000,28423,37.77,20.01,114.80,238625.00,-1.10,X,-4.45,200436.67,192621,204250,+6.04,화장품,미용기기 / 화장품,미통과,,,https://finance.naver.com/item/main.naver?code=483650
2026-08-13,010950,S-Oil,140900,167410,27.05,20.01,105.87,136085.00,3.54,X,+12.81,118510.00,422523,380432,-9.96,석유와가스,정유 / 윤활유 / LPG(액화석유가스),통과,에셋플러스 코리아대장장이액티브 / KODEX 에너지화학 / TIGER 200 에너지화학,"에셋플러스 코리아대장장이액티브 (비중 4.94%, 20일선 +8.63%) / KODEX 에너지화학 (비중 8.49%, 20일선 +8.70%) / TIGER 200 에너지화학 (비중 6.62%, 20일선 +6.13%)",https://finance.naver.com/item/main.naver?code=010950
2026-08-13,007070,GS리테일,26750,23201,20.22,20.01,100.18,25815.00,3.62,X,+1.13,23671.08,208820,281848,+34.97,백화점과일반상점,편의점 / 홈쇼핑 / 소매유통,미통과,,,https://finance.naver.com/item/main.naver?code=007070
2026-08-13,012330,현대모비스,511000,495399,16.00,20.01,96.66,485750.00,5.20,O,+0.59,495425.00,450351,258959,-42.50,자동차부품,자동차 대표주 / 스마트카(SMART CAR) / 피지컬 AI/휴머노이드 로봇,통과,TIGER 현대차그룹플러스 / KODEX 자동차 / KoAct 코리아밸류업액티브,"TIGER 현대차그룹플러스 (비중 15.64%, 20일선 +4.30%) / KODEX 자동차 (비중 21.38%, 20일선 +5.61%) / KoAct 코리아밸류업액티브 (비중 3.93%, 20일선 +3.68%)",https://finance.naver.com/item/main.naver?code=012330
2026-08-13,192080,더블유게임즈,61700,13000,14.26,20.01,95.21,60825.00,1.44,X,-0.64,58567.50,76100,45711,-39.93,게임엔터테인먼트,코리아 밸류업 지수(Korea Value-up Index) / 게임 / 모바일게임(스마트폰),통과,ACE 주주환원가치주액티브 / RISE 게임테마 / TIGER K게임,"ACE 주주환원가치주액티브 (비중 9.02%, 20일선 +0.94%) / RISE 게임테마 (비중 11.00%, 20일선 +4.01%) / TIGER K게임 (비중 9.64%, 20일선 +2.52%)",https://finance.naver.com/item/main.naver?code=192080
2026-08-13,028260,삼성물산,365000,599209,14.24,20.01,95.19,335550.00,8.78,X,+9.28,359333.33,654990,450629,-31.20,복합기업,S7(삼성전자/SK하이닉스 등) / 모듈러주택 / 자원개발,통과,KODEX 삼성그룹 / TIGER 지주회사 / KODEX 삼성그룹밸류,"KODEX 삼성그룹 (비중 10.75%, 20일선 +8.53%) / TIGER 지주회사 (비중 8.09%, 20일선 +7.33%) / KODEX 삼성그룹밸류 (비중 7.95%, 20일선 +5.41%)",https://finance.naver.com/item/main.naver?code=028260
2026-08-13,017670,SK텔레콤,91100,215864,11.78,20.01,93.14,88350.00,3.11,X,+0.00,90355.00,1584869,1577497,-0.47,무선통신서비스,통신 / 자율주행차 / UAM(도심항공모빌리티),통과,TIGER 경기방어 / HANARO Fn5G산업 / HK 베스트일레븐액티브,"TIGER 경기방어 (비중 8.08%, 20일선 +3.98%) / HANARO Fn5G산업 (비중 8.83%, 20일선 +8.12%) / HK 베스트일레븐액티브 (비중 7.45%, 20일선 +4.80%)",https://finance.naver.com/item/main.naver?code=017670
2026-08-13,021240,코웨이,97200,69493,9.95,20.01,91.62,93510.00,3.95,X,+0.62,86141.67,228250,198903,-12.86,가정용기기와용품,제습기 / 여름 / 밸류업(25년 기업가치 제고계획 발표),통과,KODEX 경기소비재 / RISE 우량업종대표주 / TIGER 200 경기소비재,"KODEX 경기소비재 (비중 13.19%, 20일선 +2.45%) / RISE 우량업종대표주 (비중 2.59%, 20일선 +4.70%) / TIGER 200 경기소비재 (비중 5.91%, 20일선 +2.49%)",https://finance.naver.com/item/main.naver?code=021240
2026-08-13,051900,LG생활건강,303500,46049,8.98,20.01,90.81,280575.00,8.17,X,-6.33,254641.67,84307,137672,+63.30,화장품,밸류업(24년 기업가치 제고계획 발표) / 여름 / 음식료업종,통과,TIGER 중국소비테마 / PLUS 중형주저변동50 / ACE Fn성장소비주도주,"TIGER 중국소비테마 (비중 5.44%, 20일선 +4.96%) / PLUS 중형주저변동50 (비중 2.96%, 20일선 +3.02%) / ACE Fn성장소비주도주 (비중 2.44%, 20일선 +4.85%)",https://finance.naver.com/item/main.naver?code=051900
2026-08-13,000810,삼성화재,611000,273242,7.19,20.01,89.32,630000.00,-3.02,X,-5.71,561179.17,147411,98477,-33.20,손해보험,손해보험 / 밸류업(25년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index),통과,KODEX 금융고배당TOP10타겟위클리커버드콜 / KODEX 보험 / TIGER KTOP30,"KODEX 금융고배당TOP10타겟위클리커버드콜 (비중 9.52%, 20일선 -1.79%) / KODEX 보험 (비중 21.18%, 20일선 +2.76%) / TIGER KTOP30 (비중 3.39%, 20일선 +7.35%)",https://finance.naver.com/item/main.naver?code=000810
2026-08-13,055550,신한지주,106600,504189,6.28,20.01,88.56,104005.00,2.50,X,-0.74,98535.00,1465696,1129688,-22.92,은행,밸류업(24년 기업가치 제고계획 발표) / STO(토큰증권 발행) / 지주사,통과,KODEX Top5PlusTR / TIGER 은행고배당플러스TOP10 / SOL 금융지주플러스고배당,"KODEX Top5PlusTR (비중 7.22%, 20일선 +3.35%) / TIGER 은행고배당플러스TOP10 (비중 15.56%, 20일선 +0.48%) / SOL 금융지주플러스고배당 (비중 21.31%, 20일선 +0.26%)",https://finance.naver.com/item/main.naver?code=055550
